Operator,Well Name,Formation,Lateral Length,Stages,Township ,Range,Section,"Total Prop, lbs","Fluid, bbls",Date Fracd,Compl. Type,Latitude,Longitude,Fluid Type from DI,SPACING_CAPPED,12 month Cum Prod,Best1 Mo BOPD,Best3 Mo BOPD,Best6 Mo BOPD,Best9 Mo BOPD,Best12 Mo BOPD
Operator 7,Well 2107,TFH,7705,29,141,96,13,1782092,62607,2/16/2013,OH,47.02520997,-102.7924961,,660,40.97,166.4036818,144.3458251,131.5581854,121.0972314,111.8671926
Operator 1,Well 2108,TFH,9535,30,146,95,17,2818942,54536,9/30/2012,P & P,47.47244446,-102.8065323,LINEAR GEL (HC),408.15014,104.23,605.5555556,502.6736796,400.4766601,343.1623932,308.916831
Operator 18,Well 2109,MBH,9531,30,146,97,36,1930574,39618,7/10/2013,Sleeves,47.41639263,-102.9855898,,660,65.67,420.6114398,291.9022573,230.8678501,198.3928702,174.2000877
Operator 12,Well 211,MBH,6785,24,159,91,26,3206697,43056,1/22/2011,P & P,48.56868906,-102.4013011,LINEAR GEL (HC),660,90.78,409.6318212,390.1818979,317.3843962,273.6649865,241.2420557
Operator 2,Well 2110,TFH,10314,30,149,91,19,3440530,61294,7/24/2013,20 Sleeves and 10 P & P,47.71698949,-102.3736451,,417.43429,57.85,390.2695595,266.7872014,201.2820513,171.2579443,150.9670173
Operator 30,Well 2111,MBH,9593,30,144,96,27,2582280,28433,12/2/2012,Sleeves,47.26980444,-102.8244162,,660,56.37,393.1952663,262.0096428,204.1968004,171.9519322,155.2049091
Operator 1,Well 2112,MBH,9893,30,146,95,17,2841074,46406,8/23/2013,P & P,47.47244219,-102.8073417,LINEAR GEL (HC),643.247665,116.67,660.9467456,489.9298707,407.5005479,353.7110088,314.8394696
Operator 4,Well 2113,TFH,9420,30,141,97,31,3234689,44683,12/13/2012,Sleeves,46.98155269,-103.0186628,,660,29.83,117.8500986,110.8590839,97.25509533,86.18598875,77.63532764
Operator 2,Well 2114,TFH,9887,30,149,92,25,3386140,69125,12/12/2012,20 Sleeves and 10 P & P,47.68922564,-102.3928218,,660,77.05,432.8731098,334.231865,269.7676967,231.8869165,207.5087662
Operator 1,Well 2115,TFH,9692,30,146,95,17,2833252,51895,8/26/2013,P & P,47.47244168,-102.8075238,LINEAR GEL (HC),660,99.89,546.0552268,413.5546789,328.9173789,284.476587,255.0323252
Operator 34,Well 2116,MBH,9976,16,147,92,21,3172553,51072.95238,1/26/2013,1 Sleeve and 15 P & P,47.53284215,-102.3998134,,660,114.67,704.5364892,496.3291694,387.9958361,340.7882241,310.3824238
Operator 2,Well 2117,TFH,9868,30,149,91,8,3310220,63359,11/17/2013,P & P,47.73247444,-102.3565562,CROSSLINKED (HC),353.86641,76.63,411.3412229,327.6901162,286.3686171,234.0017532,195.8771641
Operator 24,Well 2118,TFH,8334,27,147,92,21,3627020,75252,6/26/2013,P & P,47.53292376,-102.4051667,CROSSLINKED (HC),645.26509,117.32,788.4615385,584.6153846,462.7985974,395.4269852,354.0105194
Operator 7,Well 2119,MBH,9247,21,143,97,21,1170907,35484,1/11/2013,OH,47.18405775,-102.9828666,,660,45.65,183.3333333,179.1036599,154.3282928,136.4745416,120.6936226
Operator 12,Well 212,MBH,8303,29,159,90,34,3996138,53103,1/19/2012,P & P,48.54844264,-102.2921574,,660,67.31,235.042735,205.9390752,191.6611878,183.6364965,176.254657
Operator 1,Well 2120,TFH,10082,30,147,96,36,2848359,54585,10/8/2013,P & P,47.51589675,-102.8504702,,454.023065,115.91,575.147929,469.3184309,383.9031339,338.6843451,306.5828402
Operator 24,Well 2121,TFH,8710,28,147,92,21,3650848,79502,6/26/2013,P & P,47.53302009,-102.4049721,CROSSLINKED (HC),550.71346,123.72,959.7633136,674.3151435,471.89897,383.7387684,331.2486303
Operator 2,Well 2122,MBH,10629,30,149,92,25,3524815,65532,12/16/2012,20 Sleeves and 10 P & P,47.68922553,-102.3929437,,660,97.05,516.9625247,405.5226824,339.4148586,302.8453503,275.0794433
Operator 7,Well 2123,MBH,8744,21,142,94,4,1290363,53377,2/1/2013,OH,47.1539329,-102.5947639,,660,13.03,51.93951348,50.04383081,44.62524655,39.76915772,35.26188911
Operator 1,Well 2124,MBH,10124,30,147,96,36,2837706,53436,10/6/2013,P & P,47.51589683,-102.8502879,,597.023765,126.63,505.1610782,461.5165461,407.275915,365.9507634,332.9635108
Operator 24,Well 2125,TFH,8161,27,147,92,21,3513776,76595,8/21/2013,P & P,47.53368744,-102.3974063,CROSSLINKED (HC),481.17312,85.55,608.9414859,382.0293666,304.9528819,260.2381474,230.7829279
Operator 2,Well 2126,TFH,10700,30,149,92,25,3537924,66690,12/19/2012,20 Sleeves and 10 P & P,47.68922805,-102.3931835,,660,88.05,625.5095332,412.7109358,329.6351085,271.0460954,236.946636
Operator 1,Well 2127,TFH,9594,30,147,96,36,2886175,50420,8/8/2013,P & P,47.51589722,-102.8494779,LINEAR GEL (HC),244.335895,127.39,628.5667324,490.6749945,428.6763094,381.5801008,346.0880999
Operator 2,Well 2128,TFH,9342,30,149,92,10,3216939,61670,1/5/2013,P & P,47.74545437,-102.4464928,,410.291825,93.86,427.4490467,399.0685952,341.9625247,292.9030609,262.1082621
Operator 1,Well 2129,MBH,10401,30,147,96,36,2866491,48507,8/6/2013,P & P,47.5158973,-102.8492956,,653.92863,135.32,780.6706114,554.4269121,461.3686171,404.5474469,365.7352619
Operator 15,Well 213,MBH,5226,21,164,90,34,2155300,23551.21429,10/8/2010,P & P,48.98184428,-102.3319829,,660,37.07,240.7955293,163.0287092,126.4299803,108.7077215,98.59467456
Operator 24,Well 2130,MBH,8498,29,147,92,21,3934265,82825,8/22/2013,P & P,47.53371348,-102.3972928,CROSSLINKED (HC),525.78197,113.98,775.9368836,540.7188253,405.9281175,346.8332238,310.2153189
Operator 2,Well 2131,TFH,9491,30,149,92,10,2981808,67597,1/10/2013,P & P,47.74531154,-102.4466099,,553.70119,84.78,352.991453,342.0775805,308.9907955,272.8212433,242.7186062
Operator 34,Well 2132,MBH,9478,35,149,93,20,5402350,108224.9048,9/14/2014,P & P (cmt.),47.70450086,-102.6115345,,283.858925,98.02,441.7488494,384.3523997,350.0657462,302.8964862,
Operator 2,Well 2133,MBH,10370,30,148,97,28,3144431,76225,5/30/2013,P & P,47.61690525,-103.0550758,CROSSLINKED (HC),399.27819,133.94,586.5548981,539.4696472,451.183432,399.382716,360.267368
Operator 2,Well 2134,MBH,9389,30,149,92,10,3104250,65247,1/15/2013,P & P,47.74523739,-102.4466663,,410.291825,140.93,726.1341223,608.8647819,511.0672803,448.6083717,390.7818321
Operator 34,Well 2135,MBH,9579,35,149,93,20,5917798,105845.2143,9/14/2014,P & P (cmt.),47.70445135,-102.6113475,,577.22852,143.08,667.8829717,590.2695595,507.7635328,452.8234349,
Operator 2,Well 2136,TFH,10347,30,148,97,28,3136396,78044,6/12/2013,P & P,47.61691353,-103.0551975,CROSSLINKED (HC),399.27819,78.62,373.7672584,344.0609248,270.1731317,223.610198,190.9681131
Operator 30,Well 2137,MBH,8540,30,148,94,32,2577572,31314,1/20/2013,Sleeves,47.59164863,-102.6785251,,660,287.96,968.7705457,956.1801446,915.3955731,862.8205128,764.8120754
Operator 24,Well 2138,MBH,8388,28,147,92,21,3831101,77843,6/26/2013,P & P,47.53297192,-102.4050694,,594.677735,110.26,925.0164366,560.0482139,403.2434802,340.4047045,303.1092483
Operator 37,Well 2139,MBH,9232,,146,97,5,0,0,1/1/2012,No Data,47.50043762,-103.0701201,LINEAR GEL (HC),660,67.13,444.6745562,259.9495946,206.9471839,172.266053,151.4628534
Operator 15,Well 214,MBH,4250,18,162,90,26,1399748,13170,6/26/2011,OH,48.83573907,-102.3192084,,660,30.8,251.8408941,156.3445102,112.0808679,95.03250785,84.89480605
Operator 34,Well 2140,MBH,8029,29,149,93,20,4895434,89200.92857,9/14/2014,P & P (cmt.),47.70455038,-102.6117256,,459.641745,128.17,547.9618672,501.0738549,430.1665571,382.694134,
Operator 36,Well 2141,TFH,9868,32,149,92,3,3205240,64209,11/30/2013,Sleeves,47.74749639,-102.4466234,,660,61.88,334.6811308,278.9064212,220.4909051,188.4104025,167.9815911
Operator 30,Well 2142,MBH,9447,30,146,93,10,3022557,21756,4/27/2013,Sleeves,47.47411046,-102.5070516,CROSSLINKED (HC),618.79036,87.93,627.7777778,410.5741837,316.2502739,267.492147,242.2172913
Operator 7,Well 2143,MBH,8825,21,142,94,7,1322597,41620,3/1/2013,OH,47.12716343,-102.6426592,,660,22,133.0374753,94.48827526,78.692746,67.55424063,59.97150997
Operator 7,Well 2144,MBH,8233,21,142,96,24,1307563,44086,2/7/2013,OH,47.11047009,-102.7917423,,660,53.42,252.2024984,219.6909928,187.6835415,164.9937906,147.8221565
Operator 36,Well 2145,MBH,8937,29,149,92,3,2909760,58986,12/2/2013,Sleeves,47.74743047,-102.4466759,LINEAR GEL (HC),660,85.16,527.843524,427.1203156,325.9259259,274.530645,244.3841771
Operator 30,Well 2146,TFH,9418,30,146,93,10,2536540,44652,4/18/2013,Sleeves,47.47410903,-102.5068492,,618.79036,66.49,324.2274819,259.2044707,213.9546351,194.0390094,180.4514574
Operator 2,Well 2147,TFH,10312,30,149,91,8,3480840,54117,11/19/2013,P & P,47.7324753,-102.35619,CROSSLINKED (HC),660,105.77,565.6476003,450.8327854,368.1021258,321.9482796,290.105194
Operator 36,Well 2148,TFH,7560,27,149,92,3,2696580,55689,12/3/2013,Sleeves,47.74736455,-102.4467284,LINEAR GEL (HC),660,131.68,642.1761999,571.7839141,542.3131712,427.2992914,363.6313829
Operator 2,Well 2149,MBH,9850,30,149,91,8,3291120,63389,11/17/2013,P & P,47.73247473,-102.3564341,CROSSLINKED (HC),353.86641,108.83,478.43524,401.106728,346.4387464,310.3075462,275.2821609
Operator 17,Well 215,MBH,4147,17,162,91,25,1696800,19108,8/31/2011,P & P,48.83572183,-102.4213686,,660,30.35,140.8284024,132.0293666,109.0894149,92.47936299,81.09796187
Operator 30,Well 2150,MBH,9146,30,146,94,20,2652819,17323,11/26/2012,Sleeves,47.4455986,-102.681702,CROSSLINKED (HC),660,107.47,726.035503,477.5914968,371.7455621,322.8139382,291.6666667
Operator 2,Well 2151,TFH,9480,30,149,91,19,3215141,57053,7/31/2013,20 Sleeves and 10 P & P,47.71649616,-102.3736296,CROSSLINKED (HC),600.773425,60,363.5108481,278.5996055,209.2483016,182.7160494,166.5543502
Operator 7,Well 2152,MBH,9629,21,142,95,27,1302002,47782,2/23/2013,OH,47.09628413,-102.7096139,,660,34.01,170.3155819,127.9640587,110.672803,99.22200307,89.1765286
Operator 1,Well 2153,TFH,9580,30,145,95,9,2813157,48551,2/7/2013,P & P,47.38729106,-102.7841799,LINEAR GEL (HC),619.09814,89.07,320.2827087,283.6620644,267.0118343,247.3372781,227.52849
Operator 2,Well 2154,MBH,9517,30,149,92,12,3049300,62241,3/22/2013,P & P,47.74476748,-102.3934722,,393.398805,82.05,483.1360947,335.8974359,273.5261889,243.1331726,226.235481
Operator 36,Well 2155,TFH,9969,31,149,92,4,3074562,47449,5/17/2013,Sleeves,47.74646229,-102.4535633,,653.431175,95.53,523.6686391,452.2572869,355.4898093,295.8068522,262.6424501
Operator 30,Well 2156,MBH,7733,30,147,92,36,2565187,32088,1/4/2013,Sleeves,47.50611063,-102.3469012,,660,46.32,257.2978304,192.6364234,155.4459785,137.2781065,126.6190007
Operator 2,Well 2157,MBH,9723,30,148,92,14,3203681,74874,5/9/2013,P & P,47.63313966,-102.3610256,,405.953,107.68,576.8902038,449.2548762,379.0872233,324.6950106,288.1300679
Operator 18,Well 2158,MBH,9199,30,147,97,21,1952441,40184,6/3/2013,Sleeves,47.53126514,-103.0454349,CROSSLINKED (HC),660,85.36,661.6042078,428.2270436,315.0832785,261.6078603,229.1283147
Operator 36,Well 2159,MBH,9941,31,149,92,4,3070666,47429,5/15/2013,Sleeves,47.74642636,-102.4536509,,589.96837,96.95,598.7179487,441.8145957,360.930309,298.6522025,264.6997589
Operator 12,Well 216,MBH,6459,21,159,91,26,2927136,36614,1/14/2012,P & P,48.56868906,-102.4008878,LINEAR GEL (HC),660,45.95,156.5417488,145.5950033,139.3984221,133.2968077,122.9043393
Operator 35,Well 2160,MBH,9693,31,148,94,29,3598637,65331,9/19/2013,P & P,47.61660021,-102.6798568,CROSSLINKED (HC),602.45034,135.33,1054.306377,702.7065527,522.6276572,446.5081452,383.1004821
Operator 24,Well 2161,MBH,7857,26,147,93,11,3475976,80332,1/27/2013,P & P,47.56204452,-102.4960006,,660,126.49,649.2439185,551.402586,427.509314,366.6082256,330.9116809
Operator 36,Well 2162,TFH,9839,31,149,92,4,3063700,48630,5/14/2013,Sleeves,47.74639042,-102.4537425,,596.537195,102.08,580.6706114,514.0039448,426.14508,353.4188034,313.5765943
Operator 30,Well 2163,MBH,9026,,147,94,10,0,0,1/1/2013,No Data,47.55971947,-102.6502926,,660,37.5,179.8159106,143.4582512,119.5540215,106.6111476,98.80013149
Operator 36,Well 2164,MBH,9946,31,149,92,9,3057420,48432,5/12/2013,Sleeves,47.74635453,-102.4538207,LINEAR GEL (HC),660,85.85,579.7501644,489.6559281,377.9092702,313.1419388,275.019176
Operator 35,Well 2165,MBH,9209,30,147,94,3,4621859,92793,4/14/2014,P & P,47.58761189,-102.6454857,,660,198.64,1346.811308,950.0438308,697.5454745,590.8831909,524.9698663
Operator 35,Well 2166,TFH,9153,30,147,94,3,4491241,206326,4/23/2014,P & P,47.58761041,-102.6452423,SLICKWATER (HC),654.061895,135.98,1077.3833,787.8369494,556.0267368,440.4047045,366.8063774
Operator 35,Well 2167,MBH,9392,30,148,94,33,3775100,180863,8/11/2013,P & P,47.5891603,-102.6559117,SLICKWATER (HC),660,230.62,1286.653517,1086.50011,905.4021477,773.2558989,655.095332
Operator 24,Well 2168,TFH,8537,25,147,93,11,3333156,77037,1/27/2013,P & P,47.56196223,-102.4960197,,463.635795,71.69,512.7218935,372.0030682,285.0098619,233.8045146,203.4105851
Operator 7,Well 2169,TFH,9099,21,141,96,21,1289718,39293,3/2/2013,OH,47.01305953,-102.8612714,,660,23.6,105.5555556,103.2325225,90.74621959,78.34027321,68.86368617
Operator 18,Well 217,MBH/TFH,10157,18,163,93,2,1170842,18951,8/11/2012,Sleeves,48.98049707,-102.7016945,,660,16.53,55.55555556,54.87617795,53.25991672,49.6603112,46.07440281
Operator 35,Well 2170,MBH,9215,31,147,94,3,4474122,204436,4/21/2014,P & P,47.58760892,-102.6449989,LINEAR GEL (HC),654.061895,178.44,1086.193294,843.1404778,689.4586895,585.6965447,482.6210826
Operator 35,Well 2171,MBH,9549,30,148,94,33,4346020,205079,8/13/2013,P & P,47.58915896,-102.6557818,,660,227.9,1330.374753,1028.29279,838.2478632,708.0575645,610.968661
Operator 1,Well 2172,TF2,8830,29,147,96,14,2664871,39189,12/6/2012,P & P,47.54881674,-102.8692812,LINEAR GEL (HC),64.712815,41.88,179.5857988,167.9377602,148.2851194,134.7140039,124.0631164
Operator 30,Well 2173,MBH,9410,30,145,93,19,2519220,44674,5/27/2013,Sleeves,47.35905009,-102.5750564,CROSSLINKED (HC),660,77.81,360.8152531,312.7657243,256.722551,225.553364,205.0569801
Operator 1,Well 2174,TF2,9717,29,147,96,22,2732199,53059,7/13/2013,P & P,47.54472647,-102.8969024,,266.58927,109.14,542.7679158,489.3381547,391.4091606,342.4684053,306.0513916
Operator 36,Well 2175,TFH,9856,31,149,91,4,3098670,48020,7/11/2013,Sleeves,47.75076778,-102.3412724,LINEAR GEL (HC),599.17015,116.78,637.8698225,562.6451896,452.9366645,379.6953758,329.3885602
Operator 1,Well 2176,TF4,8776,30,147,96,14,2830895,55405,6/15/2013,P & P,47.54851293,-102.8703859,,41.673475,12.08,44.9704142,42.43918475,40.08327854,38.20585872,36.70008766
Operator 1,Well 2177,TF2,9430,30,147,96,22,2819196,53569,7/19/2013,P & P,47.54464231,-102.9046989,LINEAR GEL (HC),335.383955,152.23,684.0236686,638.9546351,556.349989,466.5534371,415.2092921
Operator 1,Well 2178,MBH,9504,29,147,96,22,2692306,51786,8/12/2013,P & P,47.54472587,-102.89672,,265.390595,147.65,873.4056542,608.3716853,506.0322156,436.9749434,386.4562788
Operator 30,Well 2179,MBH,9652,30,147,92,36,2588705,32958,1/9/2013,Sleeves,47.51143729,-102.3525536,,660,41.04,293.5897436,186.8069253,142.3241289,123.4714004,113.4094894
Operator 15,Well 218,MBH,4143,18,162,91,16,1863599,22202,3/20/2011,OH,48.86452468,-102.4966472,,660,14.54,71.33464826,64.25597195,52.5147929,44.4042662,38.57385492
Operator 4,Well 2180,TFH,9456,30,141,97,34,3201560,44068,1/27/2013,Sleeves,46.98167093,-102.9553495,,660,33.71,152.1696252,132.4128863,113.6094675,98.9918913,88.20129301
Operator 1,Well 2181,MBH,9597,30,147,96,22,2835090,52534,7/1/2013,P & P,47.54464171,-102.9045166,LINEAR GEL (HC),330.534635,210.65,1024.95069,747.0414201,642.9432391,591.6721455,554.4378698
Operator 1,Well 2182,TF3,9512,30,147,96,22,2838068,53913,7/31/2013,P & P,47.54472527,-102.8965377,LINEAR GEL (HC),18.074815,90.14,404.2077581,342.8774929,298.6960333,266.4657754,233.5360508
Operator 36,Well 2183,MBH,10116,32,149,92,9,3184620,50825,7/17/2013,Sleeves,47.74168874,-102.4604748,,610.09261,117.29,832.642998,620.3922858,483.7058952,409.3030901,368.5870042
Operator 30,Well 2184,TFH,9549,30,146,93,10,2473990,44406,4/23/2013,Sleeves,47.4741119,-102.507254,,660,71.88,572.3865878,346.4058733,258.7552049,218.007159,195.6169187
Operator 1,Well 2185,TF3,9451,30,147,96,22,2775596,63393,8/28/2013,P & P,47.54464112,-102.9043342,LINEAR GEL (HC),390.80119,111.63,394.7403024,379.8816568,359.3688363,340.8210972,313.6176857
Operator 1,Well 2186,TFH,9508,30,147,96,22,2830120,56083,7/7/2013,P & P,47.54472502,-102.8964611,LINEAR GEL (HC),25.97159,98.93,632.8731098,541.5844839,403.9064212,326.8427204,268.2938856
Operator 36,Well 2187,MBH,9769,31,149,91,4,2911789,50361,7/10/2013,Sleeves,47.75069102,-102.3412724,CROSSLINKED (HC),599.17015,74.94,296.0552268,288.5930309,249.4575937,223.423917,205.3500986
Operator 30,Well 2188,MBH,9749,30,143,95,5,1389840,20073,5/9/2013,Sleeves,47.24075335,-102.7444284,,660,67.08,295.2662722,261.6589963,214.7435897,188.6039886,173.9151874
Operator 32,Well 2189,TFH,8921,30,147,95,30,3427500,51673.85714,7/15/2013,Sleeves,47.52873715,-102.8386953,,641.26536,78.01,537.4095989,411.3850537,309.5332018,252.3230331,214.0642121
Operator 6,Well 219,MBH,7320,24,160,94,28,3162530,63072,10/15/2011,P & P,48.66109309,-102.8385285,,660,69.34,331.5581854,269.8772737,231.8047337,209.7925342,186.3275258
Operator 1,Well 2190,TF2,9600,30,147,96,22,2818446,53279,8/6/2013,P & P,47.54472443,-102.8962787,LINEAR GEL (HC),349.60364,93.56,522.8139382,397.1290817,324.9068595,288.921762,264.8942582
Operator 30,Well 2191,MBH,10013,30,143,95,5,1750881,20734,5/5/2013,Sleeves,47.24075235,-102.7442269,CROSSLINKED (HC),660,69.83,454.8652202,308.7442472,234.3907517,203.7986705,187.1493535
Operator 32,Well 2192,TFH,10305,30,147,95,30,3500080,57539,6/13/2013,Sleeves,47.52873767,-102.8385129,,660,124.27,733.6949375,545.4087223,458.7442472,380.1190737,326.6847469
Operator 35,Well 2193,MBH,9607,31,148,95,13,4430629,75828,9/8/2013,P & P,47.6458182,-102.7215706,,557.3612,116.39,668.6390533,569.0664037,431.2952005,363.6094675,317.781613
Operator 1,Well 2194,TF3,9398,30,147,96,22,2708623,58286,8/19/2013,P & P (cmt.),47.54441613,-102.8891901,LINEAR GEL (HC),332.621935,86.75,311.7685733,281.5143546,256.793776,245.3795018,232.9032435
Operator 2,Well 2195,TFH,9981,30,149,91,19,3311868,59080,7/17/2013,20 Sleeves and 10 P & P,47.7170717,-102.3736498,CROSSLINKED (HC),599.700065,70.78,382.2485207,284.1880342,239.2395354,203.0389364,182.1635985
Operator 32,Well 2196,MBH,10233,30,147,95,30,3502580,54901,6/16/2013,Sleeves,47.52873818,-102.8383306,CROSSLINKED (HC),660,100.2,465.7462196,394.1924173,338.3026518,294.8133538,264.7682446
Operator 35,Well 2197,TFH,9416,31,148,95,13,3569998,92892,9/15/2013,P & P,47.64582051,-102.7218143,,649.39824,83.59,437.1794872,378.029805,289.4860837,250.7451238,223.1974578
Operator 35,Well 2198,MBH,9548,31,148,95,13,4492868,90333,9/15/2013,P & P,47.64582282,-102.7220579,,482.31968,106.95,453.7146614,437.3438527,380.873329,329.0525239,289.8202937
Operator 36,Well 2199,MBH,10366,,149,92,3,0,0,1/1/2013,No Data,47.74756231,-102.4465708,LINEAR GEL (HC),660,42.61,191.7488494,162.7985974,145.4689897,130.3601432,119.2718606
Operator 2,Well 22,MBH,14372,10,142,98,30,1076000,26063,1/1/2006,No Data,47.08256878,-103.1402206,,660,21.6,121.8277449,108.0210388,80.48980934,66.65570896,58.39907955
Operator 7,Well 220,MBH,4471,21,160,90,34,2794770,65638.14286,11/2/2011,OH,48.63597396,-102.2785657,,660,55.23,341.025641,268.8472496,204.7227701,172.8796844,153.5722113
Operator 30,Well 2200,TFH,10331,30,146,93,9,6039638,63064,1/27/2015,Sleeves,47.4745503,-102.5435371,LINEAR GEL (HC),565.21053,97.19,499.0138067,405.8075827,,,
Operator 18,Well 2201,MBH,8882,30,147,97,21,1884845,39598,6/3/2013,Sleeves,47.53126676,-103.0452323,,660,78.35,474.852071,345.4306377,271.2141135,226.7514062,197.4824677
Operator 30,Well 2202,MBH,9629,30,145,93,19,2490220,27145,6/10/2013,Sleeves,47.35905032,-102.5752583,CROSSLINKED (HC),660,57.81,293.0637738,227.1860618,187.9081744,164.8659508,151.2793119
Operator 4,Well 2203,MBH,8913,33,148,92,18,7731182,138854,10/19/2015,P & P (cmt.),47.6432741,-102.4588623,LINEAR GEL (HC),653.80605,137.02,,,,,
Operator 18,Well 2204,TFH,8949,30,147,97,21,1886212,46615,6/7/2013,Sleeves,47.53126837,-103.0450296,CROSSLINKED (HC),660,51.28,292.4720579,243.9842209,187.2178391,155.2450873,135.911133
Operator 30,Well 2205,MBH,9650,30,145,93,19,2713180,45418,6/14/2013,Sleeves,47.35904985,-102.5748544,CROSSLINKED (HC),660,65.99,534.3852728,312.2726277,233.8702608,199.3717583,178.1996494
Operator 24,Well 2206,MBH,8375,28,147,92,21,3781571,80069,8/21/2013,P & P,47.53365866,-102.3975198,,556.691965,104.27,637.7054569,442.6254657,345.8963401,302.7540361,274.9369932
Operator 4,Well 2207,TFH,8974,33,148,92,18,7768903,149775,10/7/2015,P & P (cmt.),47.64319185,-102.4588617,LINEAR GEL (HC),622.2341,152.93,,,,,
Operator 4,Well 2208,MBH,9262,34,148,92,18,7959745,126510,10/19/2015,P & P,47.64310961,-102.4588611,LINEAR GEL (HC),591.60395,127.57,,,,,
Operator 35,Well 2209,MBH,9439,31,148,94,29,4344227,80384,9/19/2013,P & P,47.61659861,-102.6793699,CROSSLINKED (HC),660,100.58,896.9428008,616.7543283,439.3765067,362.3895098,318.8445102
