Operator,Well Name,Formation,Lateral Length,Stages,Township ,Range,Section,"Total Prop, lbs","Fluid, bbls",Date Fracd,Compl. Type,Latitude,Longitude,Fluid Type from DI,SPACING_CAPPED,12 month Cum Prod,Best1 Mo BOPD,Best3 Mo BOPD,Best6 Mo BOPD,Best9 Mo BOPD,Best12 Mo BOPD
Operator 33,Well 1986,TFH,9430,39,149,93,29,9384700,90019,9/8/2013,P & P (cmt.),47.70233456,-102.6045749,LINEAR GEL (HC),660,188,967.061144,818.8910804,662.8479071,576.7806268,514.2450142
Operator 34,Well 1987,MBH,5389,9,148,93,35,2063593,31748.35714,10/31/2012,P & P,47.60177297,-102.487818,,660,75.57,518.1459566,366.1845277,284.5003287,236.5548981,209.0510629
Operator 24,Well 1988,MBH,8810,28,148,93,26,4030043,92241,1/1/2013,P & P (cmt.),47.60472645,-102.4841093,,660,115.34,854.6022354,575.9259259,430.2268245,364.7527212,327.0299145
Operator 1,Well 1989,TFH,8690,30,145,95,23,2864634,54510,1/3/2013,P & P,47.36036568,-102.7425771,LINEAR GEL (HC),660,115.35,588.3629191,486.6754328,381.832128,328.300095,296.5127109
Operator 17,Well 199,MBH,3851,16,161,91,23,1686920,19872,10/20/2011,P & P,48.76325766,-102.4427289,,660,35.43,204.4707429,163.0834977,129.4104756,105.365622,91.62557528
Operator 18,Well 1990,MBH,9287,34,146,97,34,2314650,45536,6/10/2013,Sleeves,47.41639906,-103.0217872,,660,97.05,613.0506246,420.3046242,334.7304405,287.3949887,253.4735919
Operator 18,Well 1991,MBH,3812,15,146,97,22,1019875,21019,5/9/2013,Sleeves,47.45737693,-103.0178125,CROSSLINKED (HC),660,41.17,323.2412886,206.9033531,155.3254438,128.8991161,112.2589305
Operator 18,Well 1992,TFH,8528,27,147,97,13,1600241,49151,11/16/2012,Sleeves,47.55688277,-102.9758465,,660,81.2,590.8941486,394.6855139,297.3537147,252.9768427,219.9978085
Operator 30,Well 1993,MBH,8661,30,146,92,33,2468870,27740,8/24/2012,Sleeves,47.41569699,-102.4129804,,660,28.01,170.973044,111.3193075,87.80407627,78.53020674,72.32084155
Operator 18,Well 1994,TFH,9629,33,146,97,34,2248447,51737,6/9/2013,Sleeves,47.41639773,-103.0219894,CROSSLINKED (HC),660,51.35,263.5765943,212.2068814,172.342757,151.1688217,137.0507342
Operator 18,Well 1995,MBH,3978,15,146,97,22,960924,20724,5/6/2013,Sleeves,47.45736641,-103.0180147,CROSSLINKED (HC),660,43.9,238.330046,179.0488714,155.1939513,132.7891007,116.5817445
Operator 7,Well 1996,MBH,10198,30,143,96,13,1847763,40060,1/21/2013,OH,47.19877258,-102.7972072,,660,98.4,497.9618672,443.2281394,364.5189568,314.3545913,282.5032873
Operator 18,Well 1997,MBH,8973,34,146,97,34,2334965,45187,6/6/2013,Sleeves,47.4163964,-103.0221916,,660,93.39,565.9434583,430.0898532,326.14508,279.6953758,250.7067719
Operator 18,Well 1998,MBH,4555,15,146,97,22,974876,20801,5/5/2013,Sleeves,47.45735314,-103.0182169,CROSSLINKED (HC),660,41.63,211.8671926,178.840675,149.7753671,125.7834758,110.3166776
Operator 7,Well 1999,MBH,8788,30,143,96,13,1360617,44647,6/26/2013,Sleeves,47.19877277,-102.7968045,,660,109.43,644.5101907,510.9905764,413.8231427,349.5251662,297.7344948
Operator 2,Well 2,MBH,5181,,142,99,16,418000,7269,1/1/2005,No Data,47.11136775,-103.2250593,,660,27.62,197.7646285,127.8325663,99.12886259,83.69493754,72.01950471
Operator 7,Well 20,MBH,5594,1,142,98,1,0,0,1/1/2006,No Data,47.15369328,-103.0341099,,660,73.19,345.9237344,330.6815691,276.7039229,229.6296296,192.9624151
Operator 7,Well 200,MBH,5429,20,160,91,11,2791860,46628,7/27/2011,OH,48.69203667,-102.3868625,CROSSLINKED (HC),660,44.76,287.3109796,204.8980934,157.977208,137.6397107,126.1505588
Operator 34,Well 2000,MBH,8974,14,149,93,11,3214674,47611.2381,10/8/2012,P & P,47.74488871,-102.5428393,,494.967975,184.44,924.6877055,771.3675214,647.8851633,566.3561984,508.4155161
Operator 18,Well 2001,MBH,4551,18,146,97,22,1199892,24465,5/2/2013,Sleeves,47.45733988,-103.0184191,CROSSLINKED (HC),660,46.3,302.8270874,212.2068814,170.0745124,142.6692965,124.4137629
Operator 18,Well 2002,TFH,4434,25,147,96,16,1283501,38205,8/8/2012,Sleeves,47.55943611,-102.9217386,,361.36658,93.32,394.7074293,383.6182336,321.9647162,287.9063482,250.6465045
Operator 7,Well 2003,MBH,8841,29,143,96,9,1192685,44683,4/17/2013,OH,47.21433465,-102.8610739,,660,133.71,510.2564103,486.226167,457.4019286,406.4577398,362.776682
Operator 18,Well 2004,MBH,10537,34,146,97,34,2278984,49908,6/3/2013,Sleeves,47.41639507,-103.0223937,CROSSLINKED (HC),660,64.98,552.7942143,334.3195266,259.0236686,214.957265,187.1383958
Operator 18,Well 2005,MBH,4579,19,146,97,22,1257546,27093,4/30/2013,Sleeves,47.45732661,-103.0186213,CROSSLINKED (HC),660,50.14,382.7416174,241.2009643,187.2561911,155.9865586,136.1028928
Operator 18,Well 2006,MBH,4579,25,147,97,21,1531927,29617,9/8/2012,Sleeves,47.5312708,-103.0447257,,660,56.18,299.2110454,249.0685952,195.9894806,164.5226094,142.4309665
Operator 32,Well 2007,TFH,9772,30,147,95,29,3594680,49403,10/21/2012,Sleeves,47.52959266,-102.8087078,,650.29066,95.75,539.3819855,423.6138505,336.2042516,296.6907736,260.1468332
Operator 18,Well 2008,MBH,5562,18,146,97,22,1197492,26010,4/27/2013,Sleeves,47.45731334,-103.0188235,,660,51.41,319.8224852,220.8853824,179.6734604,153.5649061,134.212689
Operator 32,Well 2009,MBH,10191,30,147,95,26,3500180,50563,3/29/2013,Sleeves,47.53018771,-102.7464371,,654.454685,201.6,1050.657462,912.3164585,754.4981372,661.9183286,583.1744466
Operator 11,Well 201,MBH,9197,30,161,92,29,3119005,41532,10/14/2010,Sleeves,48.74865239,-102.6385408,,660,82.07,442.8994083,326.0245453,268.1404778,231.80656,207.4923296
Operator 18,Well 2010,MBH,9434,30,147,97,10,1879976,47109,12/30/2012,Sleeves,47.56056621,-103.0259471,,577.37703,106.97,652.9257068,553.2215648,403.5393382,333.5415297,295.5073417
Operator 32,Well 2011,MBH,9433,20,147,95,29,2300260,31209.42857,10/22/2012,Sleeves,47.5295937,-102.8088901,,593.76815,79.47,275.5424063,260.3002411,236.522025,208.7150267,190.1736796
Operator 7,Well 2012,MBH,9109,30,143,96,14,1565483,43521,8/1/2013,OH,47.19914343,-102.8170973,SLICKWATER (HC),660,90.73,557.9881657,427.0436117,346.9647162,290.5142815,253.0051501
Operator 32,Well 2013,MBH,9300,30,147,95,26,3500880,52641,3/26/2013,Sleeves,47.53018797,-102.7466194,,622.91787,165.79,723.7015122,661.7576156,552.9202279,502.6882899,475.3616042
Operator 18,Well 2014,TFH,9575,30,147,97,10,1882462,47463,1/2/2013,Sleeves,47.56056772,-103.0257444,,660,80.14,487.8369494,400.3068157,295.1128643,246.9647162,216.0201622
Operator 27,Well 2015,MBH,8489,30,146,93,11,3084963,55795,7/12/2012,Sleeves,47.47507047,-102.4850406,LINEAR GEL (HC),660,120.3,605.7199211,509.4564979,409.083936,356.4066038,324.3343195
Operator 32,Well 2016,MBH,9157,30,147,95,26,606000,16782.42857,8/21/2013,Sleeves,47.53018823,-102.7468017,,640.96795,58.15,168.8034188,163.07254,152.7394258,139.2030097,129.1913215
Operator 32,Well 2017,TFH,9676,30,147,95,26,2636120,39491,7/2/2013,Sleeves,47.53018819,-102.7467726,,625.404825,128.97,802.4326101,502.7722989,408.8921762,356.4833078,316.932391
Operator 7,Well 2018,MBH,9025,32,143,96,32,1995295,57878,1/22/2014,OH,47.15535688,-102.8773002,LINEAR GEL (HC),430.08088,117.65,448.816568,439.3162393,397.342757,366.1589597,342.4693184
Operator 34,Well 2019,MBH,5261,9,149,91,9,2077982,31468.38095,8/14/2012,P & P,47.74561674,-102.3398019,,660,65.18,298.8494412,274.7863248,232.4128863,201.7130543,178.8187596
Operator 6,Well 202,TFH,9411,31,160,94,33,3265216,78109,11/23/2010,Sleeves and P & P,48.63400306,-102.8362863,,660,80.92,403.1886917,321.5209292,269.1376288,242.3551757,223.6138505
Operator 7,Well 2020,MBH,9715,30,143,96,14,1554188,39569,8/1/2013,OH,47.19914449,-102.816896,SLICKWATER (HC),660,90.33,554.7337278,429.1694061,345.7977208,285.415297,247.5893053
Operator 35,Well 2021,TFH,9248,30,148,94,9,4390430,98587,6/28/2013,P & P,47.6468317,-102.6671193,,660,83.28,552.8928337,404.2077581,309.1825553,272.1455183,246.9126671
Operator 30,Well 2022,TFH,8961,30,146,94,28,2560776,33536,2/12/2013,Sleeves,47.44356625,-102.6560032,,617.25037,89.31,492.5378041,374.6877055,312.1520929,270.3630652,243.5486522
Operator 7,Well 2023,MBH,8426,30,143,96,14,1567130,42049,8/8/2013,OH,47.1991454,-102.8166946,SLICKWATER (HC),660,91.8,404.3063774,390.6530791,343.354153,288.3263935,253.9995617
Operator 35,Well 2024,MBH,8882,30,148,94,9,4390430,98587,6/28/2013,P & P,47.64680183,-102.6668147,LINEAR GEL (HC),660,133.82,762.8205128,628.9940828,524.8191979,445.4379429,396.0360508
Operator 7,Well 2025,MBH,9634,30,143,96,9,1191992,44383,4/20/2013,OH,47.21427609,-102.8612555,,660,120.71,692.8994083,613.6094675,458.0210388,376.14508,321.7839141
Operator 30,Well 2026,MBH,9385,7,146,94,28,450000,9497,1/1/2013,No Data,47.44356644,-102.6562054,,545.493395,64.63,274.5890861,257.7799693,225.8547009,198.9115348,181.5280517
Operator 7,Well 2027,MBH,9042,30,143,96,14,1543218,37636,8/8/2013,OH,47.1991463,-102.8164932,SLICKWATER (HC),660,110.58,458.5470085,436.8397984,382.2101687,332.6283878,298.1810213
Operator 35,Well 2028,MBH,9354,30,148,94,9,3981148,68245,6/24/2013,P & P,47.64677196,-102.6665142,LINEAR GEL (HC),660,137.33,824.5233399,684.0784572,564.4860837,453.8571115,384.2154284
Operator 7,Well 2029,MBH,7723,32,143,96,32,1846576,54367,1/26/2014,OH,47.15521977,-102.8772973,LINEAR GEL (HC),660,52.65,295.4306377,244.1595442,198.4056542,163.6679085,142.3679597
Operator 6,Well 203,MBH,8775,22,159,94,5,2864740,62598,8/27/2011,OH,48.61983153,-102.8614859,,592.200515,92.61,404.7008547,337.6944992,297.4085032,270.5566513,247.7454526
Operator 30,Well 2030,TFH,9449,30,146,94,28,2432000,30386,2/15/2013,Sleeves,47.44356663,-102.6564076,,625.771885,65.46,333.2675871,278.9612097,228.2982687,198.5316678,179.3721236
Operator 7,Well 2031,MBH,9666,30,144,97,26,1312141,46701,7/11/2013,OH,47.25642092,-102.9435701,SLICKWATER (HC),660,101.57,391.7817226,384.527723,339.0477756,301.0775075,270.3785886
Operator 30,Well 2032,MBH,9155,30,144,95,18,2490458,19353,10/19/2012,Sleeves,47.2984364,-102.776389,CROSSLINKED (HC),562.63605,53.21,257.7580539,203.0462415,169.3732194,154.4597852,145.6662284
Operator 7,Well 2033,MBH,8817,29,144,97,26,1339446,39613,7/11/2013,OH,47.25642206,-102.9433685,SLICKWATER (HC),660,117.02,479.2241946,445.2881876,389.9408284,351.7167068,312.4424721
Operator 35,Well 2034,MBH,9340,29,148,94,20,3349610,83538,3/11/2013,Sleeves,47.61779961,-102.690288,CROSSLINKED (HC),660,133.41,740.0723208,598.9918913,517.1214114,424.8411133,363.3629191
Operator 30,Well 2035,MBH,9752,30,144,95,18,2773371,20372,10/9/2012,Sleeves,47.2984364,-102.7761874,CROSSLINKED (HC),660,64.89,388.2642998,277.7449047,215.7845716,188.5382424,173.6275477
Operator 30,Well 2036,MBH,9465,20,144,96,27,1751462,18281,9/9/2012,Sleeves,47.26974387,-102.8356563,CROSSLINKED (HC),660,56.07,326.9888231,246.6579005,204.6077142,176.119512,154.0488714
Operator 18,Well 2037,MBH,8651,30,147,97,13,1866769,48573,11/19/2012,Sleeves,47.5568289,-102.9756604,CROSSLINKED (HC),660,108.33,862.0973044,564.7490686,413.6039886,338.6953028,293.7842428
Operator 7,Well 2038,MBH,10056,21,142,95,20,1315627,37732,3/4/2013,OH,47.0979731,-102.7444763,SLICKWATER (HC),660,42.43,249.2767916,174.5671707,147.1236029,128.9539046,114.6066185
Operator 18,Well 2039,MBH,9966,34,146,97,34,2333048,45700,6/17/2013,Sleeves,47.41640172,-103.0213828,CROSSLINKED (HC),660,81.01,487.5739645,364.9134341,279.9364453,242.3149974,216.3269779
Operator 12,Well 204,MBH,8827,37,159,90,29,3808254,54799,3/30/2012,P & P,48.57428591,-102.3361944,,660,85.6,337.3109796,331.0431734,308.8866973,264.9609175,232.3389218
Operator 35,Well 2040,MBH,9402,30,148,94,22,4425500,103105,5/7/2013,P & P,47.63076244,-102.6426785,,509.350055,139.4,803.8461538,713.8067061,537.8369494,437.2598437,378.1530791
Operator 7,Well 2041,MBH,9245,4,142,95,20,261683,7981,4/6/2013,Sleeves,47.0980995,-102.7443976,SLICKWATER (HC),660,13.43,89.31623932,61.15494192,48.99737015,41.35437212,36.3330046
Operator 18,Well 2042,MBH,10220,34,146,97,34,2124310,45759,6/13/2013,Sleeves,47.41640039,-103.021585,,660,68.11,530.4733728,318.3103222,241.1790489,207.0458032,183.974359
Operator 7,Well 2043,MBH,9083,21,142,94,29,1489380,60574,8/22/2012,OH,47.09592771,-102.6176535,,660,25.39,111.0124918,100.0328731,83.62919132,74.96164804,69.04174885
Operator 32,Well 2044,TFH,9656,30,147,95,29,3529100,51332,2/19/2013,Sleeves,47.53068539,-102.820039,,627.865865,71.77,518.5075608,337.6177953,245.0471181,202.6773322,178.7721893
Operator 33,Well 2045,MBH,9984,29,148,93,14,2610860,59383,11/5/2012,Sleeves,47.63598015,-102.5012424,SLICKWATER (HC),660,132.19,670.4470743,533.5086566,425.1260136,377.116663,345.6799255
Operator 34,Well 2046,TFH,8986,25,148,93,36,3179503,74579.97619,11/8/2013,P & P (cmt.),47.58947105,-102.4662182,SLICKWATER (HC),660,136.41,640.9270217,527.3175542,477.2298926,438.6806925,373.4850975
Operator 36,Well 2047,TFH,9487,34,149,92,6,2781730,71364,9/22/2013,Sleeves,47.74929651,-102.498207,LINEAR GEL (HC),660,127.07,744.8717949,550.7999123,451.5012053,388.1072394,343.5404339
Operator 32,Well 2048,MBH,8589,20,147,95,29,2362440,33969,2/16/2013,Sleeves,47.53068435,-102.8198567,,660,110.12,578.0078895,406.3116371,340.3681788,292.6072029,258.9606618
Operator 34,Well 2049,MBH,9649,16,148,93,36,3273449,59064.2619,6/9/2013,P & P,47.58946701,-102.4669281,CROSSLINKED (HC),631.59108,107.01,844.017094,533.6620644,399.4028052,340.0467529,297.9618672
Operator 12,Well 205,MBH,6477,26,159,91,12,2828786,33687,8/29/2012,P & P,48.60984046,-102.3687,LINEAR GEL (HC),660,52.34,212.4917817,187.2014026,164.327197,151.9102929,140.9325005
Operator 36,Well 2050,MBH,6029,23,149,92,6,2240167,50000,9/6/2013,Sleeves,47.74936441,-102.4981541,LINEAR GEL (HC),660,107.77,818.277449,539.0203813,413.1492439,340.1672876,299.5397765
Operator 34,Well 2051,MBH,9665,15,149,91,22,3659189,52024.7619,10/22/2012,P & P,47.71694542,-102.3124383,,660,90.14,476.5614727,381.9088319,315.3462634,279.5054423,251.3039667
Operator 33,Well 2052,MBH,9695,29,149,93,33,3024907,66982,2/2/2013,Sleeves,47.6741418,-102.59363,,660,111.84,474.0959895,417.7076485,348.0550077,310.9321353,277.6791584
Operator 34,Well 2053,TFH,10078,31,148,93,36,3262505,56888.85714,5/25/2013,P & P,47.5894686,-102.467131,,618.63686,110.18,516.2721893,465.8448389,387.6177953,330.699832,293.9184747
Operator 36,Well 2054,MBH,6328,23,149,92,6,2297960,49787,9/4/2013,Sleeves,47.74942956,-102.4981012,LINEAR GEL (HC),660,99.87,878.7968442,569.8444006,398.706991,314.6869749,266.9049967
Operator 34,Well 2055,MBH,4024,9,148,93,9,895020,31943.88095,2/26/2013,P & P,47.65888676,-102.539767,,660,74.83,441.7159763,329.0927022,257.0841552,224.2420922,198.8960114
Operator 30,Well 2056,MBH,8492,30,146,92,27,2732875,35399,12/11/2012,Sleeves,47.44133701,-102.3815679,CROSSLINKED (HC),660,16.83,63.11637081,55.64321718,48.44400614,44.72934473,42.15428446
Operator 34,Well 2057,MBH,9877,31,148,93,36,3297340,57256.71429,5/24/2013,P & P (cmt.),47.58946745,-102.4673338,CROSSLINKED (HC),647.04578,109.29,533.6949375,440.9708525,365.6147272,317.0209657,288.6094675
Operator 36,Well 2058,MBH,6761,26,149,92,6,2568540,56665,9/3/2013,Sleeves,47.74949746,-102.4980483,LINEAR GEL (HC),660,51.5,362.9848784,256.9033531,184.5058076,156.9873621,142.3350866
Operator 7,Well 2059,TFH,9045,31,143,94,20,2262000,71152,1/1/2012,No Data,47.18460068,-102.6175482,SLICKWATER (HC),660,38.2,206.9362262,150.4273504,124.2493973,110.6581927,102.3969976
Operator 6,Well 206,MBH,8963,22,159,94,18,2760986,69188,9/6/2011,P & P,48.59100979,-102.8824709,,660,117.24,408.1854043,393.4911243,369.9484988,342.0191395,318.444554
Operator 36,Well 2060,MBH,9382,29,149,92,3,2743100,42712,2/26/2013,Sleeves,47.74815676,-102.4467481,,660,115.47,786.817883,576.4080649,450.1917598,371.3273431,317.7158668
Operator 36,Well 2061,MBH,8673,31,149,92,6,3140455,61134,9/1/2013,Sleeves,47.74956535,-102.4979954,LINEAR GEL (HC),660,179.35,1056.081525,833.9688801,690.2092921,578.3621886,490.0586237
Operator 1,Well 2062,TFH,9785,30,146,95,28,2666843,52928,12/2/2012,P & P,47.44394428,-102.7936736,LINEAR GEL (HC),174.87259,114.32,939.0532544,592.4830156,424.2713127,346.3182117,305.3035284
Operator 36,Well 2063,MBH,10022,31,149,92,3,2885020,45510,2/24/2013,Sleeves,47.74809143,-102.4465558,,660,115.78,612.4260355,492.0775805,411.8069253,349.8100665,313.1684199
Operator 36,Well 2064,TFH,8107,26,149,92,6,2419720,37932,2/12/2012,Sleeves,47.75010044,-102.4975844,,660,75.3,359.270217,293.9513478,248.2577252,216.9223464,194.3156914
Operator 1,Well 2065,MBH,10023,30,146,95,28,2820474,54876,12/2/2012,P & P,47.44394428,-102.7938556,LINEAR GEL (HC),203.68687,130.61,976.6929652,672.8029805,514.5956607,412.6013588,357.68135
Operator 35,Well 2066,TFH,9742,30,148,94,34,4585811,64930,3/18/2013,Sleeves,47.58890496,-102.6327818,LINEAR GEL (HC),522.623475,122.93,652.6627219,487.2452334,400.0493097,357.7690116,328.5283805
Operator 36,Well 2067,MBH,10021,30,149,92,6,2729200,43633,2/14/2013,Sleeves,47.75014276,-102.4976821,,660,96.19,361.8671926,357.1115494,326.9230769,283.1543575,257.0293666
Operator 35,Well 2068,TFH,9102,30,148,94,22,3409197,89679,3/3/2013,Sleeves,47.6305491,-102.6318293,LINEAR GEL (HC),336.1642,102.94,587.5410914,462.2287968,378.1448608,336.3320915,296.6688582
Operator 34,Well 2069,MBH,10106,22,148,93,36,3801120,63467.30952,4/9/2013,Sleeves,47.58905625,-102.4673288,,660,206.35,1093.523997,948.7617795,828.1996494,685.8134268,568.5787859
Operator 7,Well 207,MBH,5136,21,160,90,18,3104100,53994,5/25/2011,OH,48.67735411,-102.3439794,,660,25.54,123.04405,111.9986851,91.39820294,83.01555994,78.30100811
Operator 36,Well 2070,TFH,11154,36,149,92,3,3566008,68349,11/27/2013,Sleeves,47.74762822,-102.4465183,LINEAR GEL (HC),660,51.56,325.5095332,248.9151874,193.4966031,168.0692527,153.158558
Operator 36,Well 2071,TFH,9328,29,149,92,6,2781935,42468,2/15/2013,Sleeves,47.75018233,-102.4977798,,660,121.16,553.2544379,494.5321061,426.1615165,376.3021404,332.7662722
Operator 24,Well 2072,MBH,4085,15,147,93,3,2229138,47972,2/7/2013,P & P,47.58538852,-102.5191715,,660,110.94,558.1525312,455.4350208,373.7672584,330.9628169,298.1426693
Operator 34,Well 2073,TFH,10211,16,148,93,36,3218201,60734.97619,7/4/2013,P & P,47.5890574,-102.4671259,,618.921515,170.92,962.26167,749.0905106,611.4507999,533.5196143,468.2117028
Operator 36,Well 2074,TFH,11991,35,149,92,3,3288240,52668,2/23/2013,Sleeves,47.74805878,-102.4464515,,660,92.46,520.5128205,398.8056103,332.1499014,281.3536416,248.7398641
Operator 36,Well 2075,MBH,8523,28,149,92,6,2561100,40736,2/16/2013,Sleeves,47.7502219,-102.4978774,,660,203.33,1216.568047,1087.45343,847.0140259,661.6370809,550.0027394
Operator 24,Well 2076,TFH,4447,16,147,93,3,2162118,46610,2/6/2013,P & P,47.58545712,-102.5192446,,660,100.52,471.0059172,390.1928556,320.1840894,290.1124991,268.1514355
Operator 34,Well 2077,MBH,7420,23,148,93,36,2326670,42531.5,4/29/2013,P & P (cmt.),47.58905582,-102.466923,,618.921515,174.27,1084.25378,806.5088757,685.4700855,580.1044634,481.4349112
Operator 36,Well 2078,MBH,12760,34,149,92,3,3350620,51877,2/23/2013,Sleeves,47.74802335,-102.4463637,,660,74.82,367.4227482,299.4301994,266.2338374,237.4826503,208.5880999
Operator 34,Well 2079,TFH,9850,16,148,93,36,3282112,62448.42857,8/5/2013,P & P,47.58905985,-102.4662131,,660,175.84,643.1952663,599.704142,566.4091606,529.2789831,482.6046461
Operator 12,Well 208,MBH,7689,31,159,91,12,3367183,42775,8/29/2012,P & P (cmt.),48.60983928,-102.3691136,LINEAR GEL (HC),660,69.75,233.0046022,224.961648,217.65286,200.862006,187.2315363
Operator 36,Well 2080,TFH,10099,32,149,92,3,3017720,46959,2/25/2013,Sleeves,47.7481241,-102.4466519,,660,117.66,952.5641026,631.9088319,476.5066842,385.5066111,325.0958799
Operator 36,Well 2081,TFH,8246,27,149,92,6,2472360,38536,2/18/2013,Sleeves,47.75026421,-102.4979751,,660,134.66,573.4385273,520.7100592,445.0745124,396.2889912,357.7690116
Operator 33,Well 2082,TFH,9747,29,149,93,33,2497992,66068,1/27/2013,Sleeves,47.67414077,-102.5940363,,660,114.16,494.4773176,382.6868288,326.3039667,298.758127,274.7014026
Operator 34,Well 2083,TFH,9696,31,148,93,36,3262880,60966.40476,8/5/2013,P & P (cmt.),47.58906101,-102.4660103,,641.97648,211.22,905.1282051,850.3177734,761.6973482,667.872014,579.4104756
Operator 30,Well 2084,MBH,9216,30,144,96,22,2614408,19476,11/2/2012,Sleeves,47.27113303,-102.831048,CROSSLINKED (HC),660,50.6,380.834977,237.4753452,180.3857112,157.3307035,145.4881657
Operator 7,Well 2085,MBH,9824,32,143,97,3,1889994,81105,12/21/2013,OH,47.24004367,-102.9611337,LINEAR GEL (HC),660,55.62,348.6193294,236.2919132,197.2003068,173.0732705,152.1778435
Operator 34,Well 2086,MBH,9717,31,148,93,36,3257496,60148.61905,8/5/2013,P & P (cmt.),47.58906216,-102.4658074,,641.97648,185.57,899.1781723,840.0832785,716.3379356,603.557601,512.6999781
Operator 18,Well 2087,MBH,10269,30,147,97,10,1874776,39979,1/5/2013,Sleeves,47.56056924,-103.0255417,,660,100.01,579.7172913,473.6795968,369.5485426,304.0872233,267.3159106
Operator 30,Well 2088,MBH,9467,30,144,96,22,2678647,20789,11/18/2012,Sleeves,47.27113216,-102.8312496,CROSSLINKED (HC),660,66.64,426.6272189,289.6120973,233.8593031,206.8376068,190.8749726
Operator 24,Well 2089,MBH,9878,29,147,93,10,4194803,90825,1/11/2013,P & P,47.56042227,-102.5037108,,660,169.15,779.1584484,708.8428665,593.9623055,513.368398,458.4757835
Operator 15,Well 209,MBH,5668,21,161,90,7,1776027,19631,4/25/2011,OH,48.77885668,-102.3933262,,660,40.91,245.7922419,194.7950909,155.2761341,128.4060194,108.6319307
Operator 35,Well 2090,MBH,9373,31,148,94,19,3989440,74028,4/11/2013,P & P,47.61784782,-102.7047078,CROSSLINKED (HC),660,137.2,891.2557528,639.732632,508.0593908,430.5062459,388.2533421
Operator 7,Well 2091,MBH,8999,32,143,97,3,1924484,77852,12/21/2013,OH,47.24004367,-102.9609322,,660,76.78,386.4891519,314.7271532,271.9263642,234.798013,208.1689678
Operator 34,Well 2092,MBH,9194,25,148,93,36,3223786,66811.11905,10/20/2013,P & P (cmt.),47.58947336,-102.4658125,,653.057155,119.56,535.5687048,514.5189568,426.3423187,364.3180656,321.4497041
Operator 35,Well 2093,MBH,9880,30,148,94,19,4082350,75704,6/11/2013,P & P,47.61784622,-102.7044033,,660,138.52,772.9454306,647.4468551,549.0576375,478.4608079,422.8605084
Operator 30,Well 2094,MBH,9143,30,146,92,29,3118417,17689,9/23/2012,Sleeves,47.44312969,-102.4242558,CROSSLINKED (HC),660,29.55,145.9894806,105.3035284,89.44773176,81.56914311,74.50690335
Operator 30,Well 2095,TFH,9461,30,148,95,4,3457231,20592,11/6/2012,Sleeves,47.66777286,-102.7989529,CROSSLINKED (HC),346.6148,130.81,687.73833,540.5544598,438.0122726,384.3049164,352.4243918
Operator 34,Well 2096,TFH,9377,,148,93,36,0,0,1/1/2013,No Data,47.5894722,-102.4660153,CROSSLINKED (HC),653.057155,109.35,577.6791584,504.985755,442.4501425,353.126598,296.9921105
Operator 24,Well 2097,TFH,9243,28,147,93,10,3242224,98219,12/21/2012,P & P,47.56035068,-102.5037706,,660,137.85,634.2866535,548.9371028,453.9612097,397.7244503,365.0257506
Operator 32,Well 2098,MBH,10108,30,147,95,29,3500980,49289.90476,2/20/2013,Sleeves,47.53068643,-102.8202213,,627.865865,113.99,641.1571335,530.834977,423.3618234,359.7961867,314.661407
Operator 2,Well 2099,TFH,10144,30,149,91,19,3361601,59156,7/27/2013,20 Sleeves and 10 P & P,47.71666061,-102.3736348,,424.90247,87.06,444.5430638,438.3190883,338.664256,267.7441742,229.5556651
Operator 1,Well 21,MBH,5097,1,143,99,35,584000,8662,1/1/2007,No Data,47.16759471,-103.1989881,,660,9.11,39.31623932,34.74687705,29.1803638,25.83461173,23.49605523
Operator 7,Well 210,MBH,4682,20,160,91,15,2875900,20112,6/15/2011,OH,48.69056416,-102.4273675,LINEAR GEL (HC),660,31.96,242.3076923,163.88341,119.9484988,98.88231427,86.92198115
Operator 35,Well 2100,MBH,9107,30,147,94,1,4488743,84841,5/19/2013,P & P,47.58777712,-102.6061323,CROSSLINKED (HC),660,227.93,981.7554241,878.0626781,764.6778435,697.5418219,617.3789174
Operator 1,Well 2101,MBH,9640,30,145,95,9,2810745,54489,1/23/2013,P & P,47.38735643,-102.7840249,,619.09814,106.21,368.1459566,333.9140916,308.9195705,291.4237709,275.9889327
Operator 2,Well 2102,MBH,10093,30,149,91,19,3379957,57674,7/30/2013,20 Sleeves and 10 P & P,47.71674281,-102.3736394,,424.90247,88.77,482.4128863,371.6305062,311.5001096,272.722624,248.745343
Operator 35,Well 2103,MBH,10351,30,147,94,1,3610374,74401,5/18/2013,P & P,47.58775939,-102.6058283,,658.55925,213.31,1181.262327,879.9583607,733.7990357,646.2378552,567.0090949
Operator 1,Well 2104,MBH,10039,30,146,95,17,2743491,53265,9/15/2013,P & P,47.47244497,-102.8063502,LINEAR GEL (HC),566.85175,134.47,556.8704799,528.7749288,445.7922419,395.0105924,361.0700197
Operator 18,Well 2105,MBH,9032,30,146,97,36,1938018,40792,7/13/2013,Sleeves,47.41639342,-102.9853876,CROSSLINKED (HC),660,87.54,608.2840237,387.6835415,297.4852071,254.1383593,227.0299145
Operator 2,Well 2106,MBH,10268,30,149,91,19,3477141,61510,7/23/2013,20 Sleeves and 10 P & P,47.71690725,-102.3736446,,417.43429,95.41,470.4470743,412.3383739,338.6971291,286.1421579,251.7011834
